time,Frequency
26.758,781.043
26.892,781.043
27.025,781.043
27.165,781.043
27.305,781.043
27.445,1048.695
27.576,1048.695
27.717,1048.695
27.855,1048.695
27.996,1047.659
28.136,1047.659
28.273,1047.659
28.397,986.013
28.535,986.013
28.668,986.013
28.798,986.013
28.916,986.013
29.055,879.826
29.179,882.361
29.316,882.361
29.428,882.361
29.569,882.361
29.705,882.361
29.809,882.361
29.926,882.361
30.065,882.361
30.205,882.361
30.337,882.361
30.454,1048.391
30.585,1048.391
30.725,1048.391
30.852,1052.013
30.986,1047.656
31.125,1047.656
31.265,1047.656
31.385,985.282
31.525,985.282
31.665,985.282
31.807,880.012
31.944,880.012
32.084,787.855
32.189,785.059
32.325,787.592
32.465,787.025
32.606,784.381
32.745,786.437
32.885,787.033
33.025,782.552
33.165,781.855
33.306,781.855
33.441,781.855
33.581,1050.831
33.713,1051.888
33.853,1049.446
33.994,1047.900
34.105,1051.746
34.245,1051.746
34.385,1050.515
34.526,1050.515
34.640,1050.515
34.756,982.888
34.889,982.888
35.030,982.888
35.158,982.888
35.295,982.888
35.434,880.687
35.576,880.687
35.715,880.687
35.855,880.687
35.995,880.687
36.136,880.687
36.276,880.687
36.417,983.301
36.557,983.301
36.695,983.301
36.824,983.887
36.965,983.887
37.105,1051.994
37.245,1046.745
37.385,1049.287
37.525,1049.287
37.665,1049.287
37.784,986.634
37.899,1051.742
38.015,1046.909
38.131,1046.909
38.259,1046.427
38.397,1047.764
38.512,1047.455
38.645,1047.455
38.777,1047.455
38.910,1047.455
39.046,1047.455
39.185,1047.455
39.325,983.726
39.466,983.726
39.606,983.726
39.745,983.726
39.885,881.746
40.024,988.880
40.165,988.880
40.306,1050.947
40.446,1050.947
40.551,1050.947
40.685,1050.947
40.825,1047.717
40.965,1047.717
41.106,1047.717
41.247,524.475
41.387,1575.435
41.507,1572.194
41.647,1572.194
41.774,1394.552
41.905,1401.333
42.039,1401.333
42.179,1170.478
42.320,1178.694
42.461,1169.263
42.595,1051.474
42.736,1047.652
42.864,1175.557
42.998,1173.203
43.136,1170.990
43.260,1169.816
43.394,1170.193
43.497,1169.763
43.638,1177.034
43.768,1170.945
43.905,1170.945
44.045,1169.487
44.155,1169.487
44.288,1169.487
44.404,1169.487
44.542,1574.859
44.675,1398.099
44.816,1393.904
44.956,1393.904
45.097,1393.904
45.238,1393.904
45.354,1393.904
45.495,1393.904
45.628,1312.443
45.765,1323.000
45.905,1323.000
46.046,1575.161
46.186,1573.082
46.325,1575.107
46.466,1575.107
46.605,1392.647
46.745,1392.647
46.886,1315.450
46.992,1317.925
47.117,1178.830
47.255,1171.069
47.395,1051.902
47.536,1051.902
47.662,1170.619
47.795,1179.624
47.927,1170.725
48.065,1170.670
48.205,1178.451
48.345,1177.222
48.485,1171.353
48.622,1172.858
48.758,1171.984
48.899,1178.167
49.039,1169.706
49.180,1179.131
49.320,1175.296
49.461,1172.586
49.596,1177.526
49.715,1172.660
